nLocations=20;
maxTime=720;
tl=[53 35 48 46 53 51 18 31 60 13 57 42 30 42 29 30 18 47 50];
timeWindow=[ [649 661]  [73 102]  [380 391]  [353 376]  [217 247]  [366 397]  [442 479]  [17 57]  [119 146]  [361 378]  [138 166]  [615 648]  [557 576]  [289 326]  [171 185]  [432 476]  [433 465]  [406 438]  [548 576] ];
dist=[
	[0 17 14 50 45 35 50 10 40 44 16 48 50 28 36 34 40 38 37 15]
	[17 0 15 15 12 23 25 16 38 38 19 48 13 18 12 45 18 45 17 29]
	[14 15 0 31 45 20 39 23 13 43 44 10 22 21 40 44 46 40 15 35]
	[50 15 31 0 15 37 42 37 30 16 41 48 28 48 47 15 41 50 11 33]
	[45 12 45 15 0 21 49 21 19 15 40 30 37 26 21 16 16 14 41 35]
	[35 23 20 37 21 0 38 10 24 11 37 37 42 38 38 11 13 16 18 43]
	[50 25 39 42 49 38 0 34 48 14 37 35 14 15 24 22 33 39 40 22]
	[10 16 23 37 21 10 34 0 36 24 18 48 17 25 22 24 23 39 29 35]
	[40 38 13 30 19 24 48 36 0 11 11 10 12 20 20 30 19 49 47 46]
	[44 38 43 16 15 11 14 24 11 0 44 22 50 48 45 43 14 43 22 22]
	[16 19 44 41 40 37 37 18 11 44 0 48 22 15 24 38 34 35 48 13]
	[48 48 10 48 30 37 35 48 10 22 48 0 44 12 41 43 48 27 10 24]
	[50 13 22 28 37 42 14 17 12 50 22 44 0 24 28 47 44 49 30 41]
	[28 18 21 48 26 38 15 25 20 48 15 12 24 0 34 20 47 14 50 26]
	[36 12 40 47 21 38 24 22 20 45 24 41 28 34 0 25 18 43 15 18]
	[34 45 44 15 16 11 22 24 30 43 38 43 47 20 25 0 18 43 11 28]
	[40 18 46 41 16 13 33 23 19 14 34 48 44 47 18 18 0 47 27 50]
	[38 45 40 50 14 16 39 39 49 43 35 27 49 14 43 43 47 0 46 43]
	[37 17 15 11 41 18 40 29 47 22 48 10 30 50 15 11 27 46 0 22]
	[15 29 35 33 35 43 22 35 46 22 13 24 41 26 18 28 50 43 22 0]
];
