nLocations=200;
maxTime=720;
tl=[22 24 74 29 31 94 81 65 87 33 72 31 73 89 91 77 53 88 72 26 41 61 70 46 46 100 20 43 79 69 92 27 73 32 82 62 50 52 11 90 38 67 35 56 48 11 42 69 14 61 67 79 41 37 79 23 46 58 62 43 21 37 18 59 71 58 89 44 28 49 59 23 24 98 60 100 29 63 94 19 28 15 62 99 70 57 67 51 31 60 56 56 46 93 32 96 25 91 67 71 83 99 92 74 81 10 65 13 52 62 70 56 49 90 72 96 55 97 32 50 71 57 61 22 93 31 81 79 76 99 94 85 73 43 52 88 64 58 72 33 67 11 97 80 10 82 94 61 48 80 70 33 18 28 89 80 91 67 11 36 29 24 95 24 57 67 76 49 36 49 22 51 65 47 98 84 48 99 42 84 69 56 29 20 57 88 85 58 14 23 60 76 82 79 30 66 40 13 74];
timeWindow=[ [99 126]  [205 250]  [387 407]  [178 213]  [430 455]  [288 327]  [190 208]  [66 76]  [551 562]  [144 155]  [46 60]  [288 335]  [249 291]  [152 166]  [88 107]  [144 177]  [217 256]  [414 451]  [604 641]  [481 507]  [592 620]  [387 401]  [573 592]  [258 301]  [559 598]  [554 600]  [297 329]  [74 110]  [442 492]  [530 572]  [141 184]  [216 233]  [273 306]  [428 471]  [305 336]  [426 460]  [46 89]  [201 242]  [267 294]  [510 550]  [239 283]  [465 514]  [229 250]  [254 285]  [569 604]  [64 113]  [460 509]  [486 527]  [547 571]  [77 116]  [424 471]  [564 604]  [371 392]  [252 269]  [53 89]  [568 597]  [100 125]  [519 560]  [422 439]  [422 455]  [516 559]  [607 657]  [607 655]  [306 323]  [321 367]  [23 47]  [458 489]  [137 186]  [380 398]  [379 396]  [385 410]  [42 56]  [140 153]  [102 133]  [381 400]  [40 79]  [422 444]  [463 509]  [291 329]  [161 179]  [440 457]  [370 380]  [262 302]  [423 441]  [450 500]  [329 360]  [258 307]  [233 259]  [559 580]  [611 625]  [212 226]  [293 336]  [620 639]  [354 395]  [170 217]  [157 203]  [284 319]  [304 334]  [369 408]  [47 75]  [535 571]  [412 435]  [462 510]  [572 611]  [94 111]  [233 245]  [486 519]  [273 305]  [288 308]  [314 359]  [339 384]  [178 225]  [130 166]  [501 514]  [300 336]  [419 453]  [489 519]  [235 248]  [98 133]  [202 226]  [83 119]  [361 385]  [197 214]  [322 353]  [610 659]  [506 536]  [177 226]  [463 483]  [284 304]  [522 560]  [485 518]  [534 567]  [181 223]  [610 629]  [444 481]  [294 325]  [96 113]  [102 133]  [562 598]  [427 459]  [24 38]  [468 501]  [465 514]  [531 555]  [550 585]  [582 607]  [187 227]  [109 158]  [495 516]  [20 52]  [48 86]  [459 483]  [290 337]  [176 220]  [336 368]  [37 56]  [557 575]  [80 129]  [579 621]  [460 489]  [249 276]  [225 247]  [416 443]  [530 564]  [544 566]  [183 228]  [241 278]  [466 505]  [297 317]  [120 156]  [294 325]  [604 632]  [15 47]  [570 612]  [116 145]  [268 307]  [274 296]  [362 404]  [257 281]  [347 364]  [253 266]  [78 113]  [587 610]  [28 57]  [580 596]  [85 110]  [500 523]  [528 555]  [308 347]  [306 351]  [409 441]  [607 649]  [544 568]  [249 276]  [527 553]  [448 462]  [349 388]  [534 571]  [312 356] ];
dist=[
	[0 22 44 38 42 25 48 16 11 13 20 23 15 15 33 50 16 42 45 24 27 11 21 36 42 49 30 12 17 34 32 31 19 32 49 11 30 32 27 48 45 14 10 39 23 10 43 39 29 40 48 27 14 29 12 17 24 41 30 13 32 42 44 39 42 34 39 16 30 49 40 17 46 31 17 28 17 22 12 42 45 34 32 40 33 29 37 43 23 34 29 44 17 29 47 46 34 48 17 34 38 42 28 12 17 38 43 33 26 11 48 41 12 39 43 20 33 43 31 28 26 29 40 45 14 31 49 38 32 35 42 46 10 25 49 12 18 46 30 32 48 13 40 27 43 10 32 36 32 22 37 48 15 14 35 23 46 45 33 13 42 41 15 15 26 24 21 30 25 50 39 15 19 45 47 41 32 22 30 20 15 49 30 24 38 26 23 30 36 38 41 24 21 37 29 12 38 13 43 24]
	[22 0 38 46 23 26 39 37 24 47 34 29 19 20 14 34 45 18 29 31 49 50 17 45 31 18 37 30 35 21 14 26 35 10 16 22 47 22 18 24 32 14 31 34 33 16 14 42 12 20 24 26 47 35 15 21 19 21 47 12 14 22 46 17 45 32 41 38 15 50 35 27 19 48 44 21 30 10 20 19 17 10 31 13 17 42 45 46 20 46 35 21 12 18 19 37 30 36 32 22 13 23 46 39 23 39 45 34 29 49 42 20 29 35 48 25 19 17 46 10 26 25 25 17 29 26 46 10 27 35 36 33 13 18 30 47 48 23 38 29 19 29 45 44 43 14 12 27 50 49 36 29 46 26 24 30 33 45 48 32 27 25 42 13 39 11 15 17 23 43 31 44 21 50 34 36 17 15 14 31 28 28 10 37 46 11 38 30 38 32 39 26 17 13 17 38 48 28 22 31]
	[44 38 0 13 37 38 45 18 41 22 40 33 40 20 27 11 19 12 40 27 17 17 22 35 48 25 38 25 30 11 40 15 23 27 11 13 42 16 19 28 42 17 38 31 15 40 11 29 27 43 22 23 29 33 50 32 43 37 27 49 42 41 27 18 10 21 21 29 15 45 40 39 16 17 50 22 15 41 28 26 32 50 22 26 37 19 48 43 43 22 45 15 29 47 27 34 22 32 28 19 18 18 37 21 30 36 32 19 46 27 45 14 34 28 19 13 10 33 25 42 43 13 21 17 26 44 39 25 40 21 19 42 31 24 20 29 24 15 45 31 16 28 48 39 47 45 15 27 32 23 22 43 48 42 47 23 44 28 13 20 46 34 12 49 16 39 33 33 30 31 17 21 31 21 15 29 23 45 37 15 34 24 16 26 28 29 17 49 14 29 34 40 14 17 25 47 47 39 30 12]
	[38 46 13 0 16 35 27 50 47 33 17 28 30 17 13 34 38 45 36 40 24 36 33 29 43 43 23 28 22 30 32 24 26 21 22 31 41 11 17 40 47 48 42 46 43 43 10 39 13 46 21 44 44 11 29 20 23 19 21 16 41 30 18 38 12 32 45 48 22 50 10 47 29 47 50 29 24 35 34 25 29 46 50 44 24 47 34 39 24 18 44 21 50 14 42 33 48 20 42 38 11 23 13 11 34 50 32 36 26 23 37 40 34 16 36 43 22 23 46 47 27 41 27 35 17 33 10 39 45 38 19 32 11 21 14 27 24 38 28 50 37 21 18 28 32 30 39 35 13 48 48 27 40 39 39 25 29 39 12 40 47 42 10 48 11 23 33 20 28 12 37 25 37 31 14 29 24 25 39 22 29 36 37 48 33 41 11 10 19 33 33 21 47 47 10 19 12 31 18 37]
	[42 23 37 16 0 43 25 30 15 15 26 26 14 46 19 16 12 20 25 34 48 47 49 19 37 40 41 39 23 25 37 38 18 49 26 34 36 25 20 12 42 45 30 10 48 12 23 18 24 31 34 44 31 20 26 41 19 40 32 25 48 30 40 17 38 42 40 13 28 25 45 17 47 47 29 29 32 38 21 27 16 18 20 15 14 20 47 10 24 11 20 22 42 44 11 13 17 25 10 49 12 19 17 35 37 38 12 41 15 14 16 16 28 37 13 39 40 18 25 14 10 15 18 23 49 48 12 19 49 26 35 37 44 35 12 37 29 50 20 31 50 40 11 16 42 23 26 17 16 25 39 30 16 18 31 42 13 50 50 24 12 23 15 17 25 12 46 23 28 24 33 24 13 38 22 22 35 13 12 27 45 27 35 27 49 33 50 32 48 36 37 40 49 41 18 27 38 30 24 17]
	[25 26 38 35 43 0 48 34 31 23 34 33 41 32 47 38 24 22 21 40 46 49 41 33 20 43 48 24 39 22 13 42 37 16 31 31 41 10 28 19 31 11 23 37 36 50 32 41 31 19 41 49 41 10 40 26 14 13 18 16 40 48 34 40 14 27 24 21 41 49 31 27 22 36 28 42 45 49 27 25 42 12 41 15 37 34 17 49 29 11 11 44 32 22 26 19 37 42 32 21 45 31 31 49 27 46 32 28 44 43 34 28 28 34 16 38 29 34 49 33 45 40 24 47 48 13 43 46 41 23 16 47 13 14 21 13 45 38 18 41 22 42 22 17 43 43 32 18 43 15 50 35 30 40 28 46 49 46 18 11 21 17 19 30 18 50 13 40 20 19 19 21 40 30 13 15 35 38 50 34 22 10 27 40 41 22 11 16 49 26 45 17 41 35 47 48 39 46 22 30]
	[48 39 45 27 25 48 0 23 26 29 24 17 21 45 42 31 45 36 45 12 27 13 25 22 21 16 41 33 12 23 26 37 22 48 15 20 43 36 18 26 21 45 33 13 42 30 29 49 28 22 21 47 22 10 21 45 39 24 36 14 35 12 38 49 50 11 15 38 25 41 22 45 21 24 38 27 44 15 23 25 32 31 20 48 24 14 43 32 13 11 46 26 20 40 44 18 18 33 48 35 10 14 15 31 45 23 13 19 19 35 10 33 24 29 25 13 22 25 26 45 14 37 42 36 11 33 13 10 49 44 17 34 32 41 25 30 36 13 16 41 50 48 34 49 34 10 36 44 48 47 23 17 48 34 48 14 19 31 27 36 13 19 49 38 38 22 23 28 38 13 19 17 38 45 34 43 50 12 45 18 50 36 48 37 30 46 23 36 31 33 29 36 43 24 30 17 38 14 45 50]
	[16 37 18 50 30 34 23 0 22 49 23 36 36 28 41 13 14 11 19 24 21 34 10 45 44 23 36 35 50 12 46 33 40 50 44 28 46 48 42 23 30 32 32 19 17 22 36 29 17 46 33 32 28 20 27 30 45 22 21 29 37 30 19 31 25 19 46 13 13 41 49 10 32 11 42 12 38 34 49 36 46 29 11 20 36 30 28 17 20 40 17 14 33 26 13 24 41 41 35 47 19 27 23 40 31 33 29 50 50 35 13 31 12 26 11 31 39 11 10 46 39 29 40 38 39 13 24 22 37 41 14 16 11 32 49 20 31 23 23 45 43 15 27 22 14 40 45 20 38 43 12 42 23 48 48 43 37 31 48 22 19 17 21 44 30 40 10 43 17 42 13 35 16 49 10 34 45 24 47 22 50 17 50 41 28 13 23 20 32 37 38 31 39 36 16 40 15 45 43 47]
	[11 24 41 47 15 31 26 22 0 27 27 44 44 44 24 10 36 27 29 34 35 44 32 22 35 15 12 12 38 16 39 23 40 27 26 36 33 20 12 10 36 36 30 15 50 38 13 17 26 23 16 19 35 36 50 35 15 10 47 26 15 35 26 13 50 31 26 35 26 44 44 33 22 28 30 16 50 44 21 38 11 30 46 28 46 24 20 49 49 48 37 25 33 23 27 48 25 35 47 26 33 40 46 43 33 45 40 21 28 13 36 40 15 45 25 50 26 13 12 30 36 15 12 21 26 49 15 22 45 47 17 10 24 40 40 25 13 13 26 41 39 13 36 20 44 21 31 13 46 13 44 19 18 27 50 36 32 40 42 48 47 19 30 21 22 35 11 14 40 21 34 42 12 32 11 29 39 17 40 39 31 47 28 11 28 35 50 49 31 41 12 25 30 26 26 46 20 37 11 12]
	[13 47 22 33 15 23 29 49 27 0 36 23 16 39 40 40 13 48 14 38 23 13 19 20 20 36 16 40 13 14 44 20 18 23 17 30 25 45 45 33 30 23 40 47 34 25 27 16 38 11 25 13 43 36 35 34 28 36 31 49 26 12 11 46 12 40 45 18 13 49 11 10 18 46 20 13 21 17 37 15 34 10 21 19 12 36 15 29 38 48 24 39 35 41 39 38 17 46 50 37 35 34 22 20 21 26 47 23 18 44 46 38 49 25 30 10 44 46 47 16 21 15 11 12 27 43 25 31 37 35 41 19 25 14 34 41 48 35 14 38 44 30 18 47 43 34 29 10 42 33 16 29 42 24 36 17 36 13 17 37 24 43 21 23 19 34 17 48 17 14 23 40 50 35 16 39 16 43 32 23 13 42 37 12 22 46 15 47 39 10 40 27 16 12 18 19 21 17 24 48]
